Price,Close,High,Low,Open,Volume,Daily_Return
2020-03-18,59.54700469970703,60.350878847985236,57.24160039100893,57.88132191691277,300233600,-0.024479853804683538
2020-03-19,59.09074783325195,61.036459434063396,58.566902685612334,59.72081110917334,271857200,-0.007662129585794597
2020-03-20,55.33933639526367,60.7926402539027,55.03999474688709,59.67011183513416,401693200,-0.06348559758584171
2020-03-23,54.16370391845703,55.16070158535809,51.32479999006741,55.05931255400759,336752800,-0.021244065313859806
2020-03-24,59.597694396972656,59.79323063321941,56.56083807077307,57.05812866753022,287531200,0.10032531170129078
2020-03-25,59.26939010620117,62.34245572079971,58.974877532799404,60.53192941719469,303602000,-0.005508674355499288
2020-03-26,62.38832473754883,62.44625922344338,59.472169846872056,59.51079529315195,252087200,0.05262302557456766
2020-03-27,59.8052978515625,61.767905586340525,59.63872886548187,61.01472792774082,204216800,-0.0414024081725618
2020-03-30,61.51203155517578,61.68342967850782,60.20603760216864,60.529521124828726,167976400,0.028538169107516387
2020-03-31,61.38648986816406,63.365997685508034,60.833677514674484,61.702731524008335,197002000,-0.002040928966865807
2020-04-01,58.156517028808594,60.041877740721404,57.726819101176545,59.50596168562525,176218400,-0.052616998402943094
2020-04-02,59.12697219848633,59.18008127638258,57.188501905851105,58.018930741836876,165934000,0.016686954777518803
2020-04-03,58.27722930908203,59.31284887197434,57.68820408379941,58.61278008138311,129880000,-0.014371493377874134
2020-04-06,63.36118698120117,63.515681414819454,60.20121554945302,60.568146275466354,201820400,0.08723746362675566
2020-04-07,62.6273078918457,65.58933353543772,62.52350615550967,65.3720644929947,202887200,-0.011582470662571454
2020-04-08,64.230224609375,64.54404618126709,63.06183266990903,63.42634690897305,168895200,0.02559453330322703
2020-04-09,64.69371032714844,65.19583364514321,63.899498254908295,64.86511208653789,161834800,0.00721600649214893
2020-04-13,65.96351623535156,66.07215077341053,64.17229875609489,64.77098217772529,131022800,0.019627965404702685
2020-04-14,69.29486083984375,69.58454794114515,67.12222968123038,67.59296937908287,194994800,0.0505028354250594
2020-04-15,68.66239929199219,69.12106449233013,67.7450688913163,68.17235045630129,131154400,-0.009127106111278982
2020-04-16,69.20796203613281,69.57248363661981,68.16027185080422,69.37453102131897,157125200,0.007945582294911935
2020-04-17,68.26891326904297,69.27074378183441,66.83497575491855,68.72516946310567,215250000,-0.013568507718802247
2020-04-20,66.85188293457031,67.99854979022932,66.83257389218826,67.09811926901436,130015200,-0.020756597206817107
2020-04-21,64.78545379638672,66.92911797835283,64.07572694243713,66.69495629705587,180991600,-0.030910559994339448
2020-04-22,66.65149688720703,67.08602016909022,65.71002486509416,66.05039726124157,116862400,0.028803427026768524
2020-04-23,66.39319610595703,68.01542772017612,66.35457066668404,66.59597413685326,124814400,-0.0038753935517324978
2020-04-24,68.3099594116211,68.3196176159111,66.8687799957314,66.91706365013007,126161200,0.028869875500572295
2020-04-27,68.35824584960938,68.68896753125865,67.58092613126625,68.02751680090847,117087600,0.0007068725908225826
2020-04-28,67.25017547607422,69.0003506347447,67.15844834573424,68.81929803212363,112004800,-0.016209754357549677
2020-04-29,69.45902252197266,69.92734583940624,68.53203408860236,68.73481211774124,137280800,0.032845223529331724
2020-04-30,70.92436981201172,71.10059707992315,69.60872470353117,69.99738093637826,183064000,0.0210965722930454
2020-05-01,69.78251647949219,72.17965163700352,69.00519685948858,69.1017567929507,240616800,-0.016099590811255227
2020-05-04,70.76985168457031,70.89779524622708,69.11865261133845,69.80665406694762,133568000,0.014148747492766178
2020-05-05,71.83203125,72.66245995311394,71.0836788601292,71.2285224464027,147751200,0.015008927391340965
2020-05-06,72.57312774658203,73.2031872790944,72.14825527383692,72.53208591439893,142333600,0.010317075595464686
2020-05-07,73.32389831542969,73.66911092684012,72.89661676334377,73.19837114485792,115215200,0.010345021527379483
2020-05-08,75.06912231445312,75.12237513838589,73.65551062741005,73.98228898395239,133838400,0.02380157137193817
2020-05-11,76.25038146972656,76.74417245398942,74.36959376483475,74.57776663572473,145946400,0.015735619637663012
2020-05-12,75.37895965576172,77.38319101183461,75.25793117438776,76.93296121988755,162301200,-0.0114284256310353
2020-05-13,74.46883392333984,76.47791143801962,73.39410026175051,75.55809041384309,200622400,-0.01207400230221023
2020-05-14,74.92631530761719,74.98682954910396,72.98743664654351,73.70876906438306,158929200,0.006143259672204415
2020-05-15,74.48335266113281,74.52934407916516,72.66792527667609,72.70181680027588,166348400,-0.005911976915797146
2020-05-18,76.23826599121094,76.61103581678174,75.11512542110488,75.80498930633232,135178400,0.023561148463096426
2020-05-19,75.79772186279297,77.09998213452099,75.76625327530091,76.25520568719914,101729600,-0.005778517161824648
2020-05-20,77.2718276977539,77.34201888089427,76.61584817289278,76.65457816375839,111504800,0.019447891028035347
2020-05-21,76.69575500488281,77.67366726497515,76.4585365069764,77.13387754437865,102688800,-0.007455145167840294
2020-05-22,77.1895523071289,77.27185079219365,76.33266854723075,76.43432834001963,81803200,0.006438391566973456
2020-05-26,76.66669464111328,78.48453717513182,76.61101888750217,78.30541740950063,125522000,-0.006773684396240931
2020-05-27,77.00076293945312,77.14599864366396,75.7856392344452,76.52391765293576,112945200,0.0043574109970914154
2020-05-28,77.03463745117188,78.29091382648822,76.4004493161322,76.67639044487011,133560800,0.000439924364715516
2020-05-29,76.95960235595703,77.73660324937043,76.60377827424547,77.27669643163954,153532400,-0.000974043595160734
2020-06-01,77.90605163574219,78.0270801430567,76.78290354210658,76.91361639836452,80791200,0.012298001169595452
2020-06-02,78.26670837402344,78.29091555107586,77.1992361328535,77.6397816394303,87642800,0.004629380269039141
2020-06-03,78.69757080078125,78.9589964979716,78.0149682866651,78.58622664893751,104491200,0.005505053626361667
2020-06-04,78.01980590820312,78.81859097042819,77.6470360985682,78.5208656190316,87560400,-0.00861227209025106
2020-06-05,80.24190521240234,80.30241946972693,78.24009623942295,78.26914190101967,137250400,0.028481220612285307
2020-06-08,80.71631622314453,80.75020774515244,79.23009024878114,79.93931540745123,95654400,0.00591226005272949
2020-06-09,83.26518249511719,83.6573136410901,80.36534445233356,80.39681304328083,147712400,0.03157807976427196
2020-06-10,85.40739440917969,85.8745626649843,83.77350959383725,84.2116321903992,166651600,0.025727583245111152
2020-06-11,81.30692291259766,84.9765069301838,81.20526313670851,84.55290729433239,201662400,-0.048010731681346175
2020-06-12,82.00889587402344,84.18740853476542,80.90027823694467,83.44187634114364,200146000,0.008633618593343995
2020-06-15,83.02310943603516,83.67424321088224,80.5032957450343,80.66547714891838,138808800,0.012367116411001078
2020-06-16,85.22342681884766,85.4945368687229,83.4418908130573,85.07335265810912,165428800,0.026502468984346272
2020-06-17,85.10482025146484,86.02705683600927,84.98379175074255,85.96654258564811,114406400,-0.001391713192135824
2020-06-18,85.13871002197266,85.55504835135272,84.53114459703605,85.06125001022909,96820400,0.00039821211545576496
2020-06-19,84.65216827392578,86.30783714893171,83.54596609025744,85.8430918789263,264476000,-0.005714694854095259
2020-06-22,86.8669662475586,87.00977894482239,84.99828651786723,85.0442779239172,135445200,0.026163511446817944
2020-06-23,88.72113037109375,90.13716495464834,87.68996543764521,88.10872660527849,212155600,0.02134487024965326
2020-06-24,87.15504455566406,89.26820486684538,86.78227469992099,88.35080675031271,192623200,-0.017651779332378048
2020-06-25,88.31205749511719,88.35078749388231,86.55230611311778,87.30994555491553,137522400,0.013275341035643207
2020-06-26,85.5986099243164,88.42825657527817,85.45095132716905,88.20798383985682,205256800,-0.03072567492780709
2020-06-29,87.57137298583984,87.6657787527797,85.02977472321102,85.50662726415537,130646000,0.023046671707259048
2020-06-30,88.30238342285156,88.58801627360432,87.14051287267962,87.15987418081895,140223200,0.008347595933318575
2020-07-01,88.13536834716797,88.9220535759505,88.08696138066959,88.37984827441205,110737200,-0.0018913994074635232
2020-07-02,88.13536834716797,89.67485466688348,88.02160865174983,89.04066652590694,114041600,0.0
2020-07-06,90.49299621582033,90.96016437699369,89.5296068531223,89.56107543992535,118655600,0.02675007676107488
2020-07-07,90.2122039794922,91.64759989931855,90.10085985246303,90.87059916943323,112424400,-0.0031029167788682033
2020-07-08,92.3132553100586,92.344723894615,91.1005476599512,91.1876920007991,117092000,0.023290100871984354
2020-07-09,92.71024322509766,93.2572869587544,91.66455533300416,93.20403412942578,125642800,0.004300443243017149
2020-07-10,92.87240600585938,92.93050469526396,91.69601281004776,92.30599364635842,90257200,0.0017491355336862746
2020-07-13,92.44397735595705,96.77921853086478,92.23096604261153,94.17468319640058,191649200,-0.004613088734616189
2020-07-14,93.97378540039062,94.16500509879575,90.89482027358295,91.82673375082925,170989200,0.016548487940355905
2020-07-15,94.62005615234376,96.09418202713559,93.42429428051739,95.84486367498508,153198000,0.006877138653078596
2020-07-16,93.45578002929688,94.31024088700049,92.85789898357274,93.49451003316076,110577600,-0.0123047498637322
2020-07-17,93.2669677734375,94.06091431617955,92.79495374103925,93.90600170117715,92186800,-0.0020203379159661194
2020-07-20,95.2324676513672,95.37044189094031,93.01038653957822,93.35411067179673,90318000,0.021073912070393996
2020-07-21,93.9181137084961,96.09662665534265,93.66879530005893,96.02158957813295,103433200,-0.013801531927984612
2020-07-22,94.18194580078124,94.86212529718233,93.53323489247579,93.62037185613211,89001600,0.0028091715417541963
2020-07-23,89.89513397216797,93.99315739757402,89.08666444146189,93.91569738113668,197004400,-0.045516280133784504
2020-07-24,89.67242431640625,90.01614846898383,86.31267234298356,88.09663844239333,185438800,-0.002477438387606945
2020-07-27,91.79767608642578,91.88965891007823,90.50993871626743,90.73262697532834,121214000,0.023700170774023643
2020-07-28,90.28968048095705,91.54595685387366,90.28483461346657,91.36925259131361,103625600,-0.016427383238427407
2020-07-29,92.0203857421875,92.20435141750036,90.73506372270917,90.77137079362801,90329200,0.019168361788537647
2020-07-30,93.13384246826172,93.23792519284922,90.78830982976133,91.19496376791191,158130000,0.012100109308319729
2020-07-31,102.88389587402344,103.03397001244983,97.62157236005555,99.61612680199143,374336800,0.10468861959694564
2020-08-03,105.476318359375,108.09053052398437,104.46452205826068,104.76224738585148,308151200,0.025197553643632187
2020-08-04,106.18070220947266,107.26995848073891,104.94378735797679,105.66511972582127,173071600,0.006678123213380571
2020-08-05,106.56559753417967,106.88511455690511,105.43761099297775,105.90236369757778,121776800,0.0036249084503858775
2020-08-06,110.28358459472656,110.77738293578851,106.30901285016994,106.8972095786005,202428800,0.0348891870038488
2020-08-07,107.77620697021484,110.26176460572711,106.98082882286342,109.80587577731004,198045600,-0.022735728383565967
2020-08-10,109.34271240234376,110.35876045671141,106.69710821737102,109.21903838608283,212403600,0.014534798321134579
2020-08-11,106.09085845947266,109.10504953060087,105.83138875527999,108.60794103965802,187902400,-0.02974001532818571
2020-08-12,109.61673736572266,109.8737798216829,106.98568204543375,107.17967383850515,165598000,0.03323452140409344
2020-08-13,111.55667114257812,112.55817011651827,110.50667052619417,110.99408465160128,210082000,0.017697423071288076
2020-08-14,111.45723724365234,111.5469586132698,109.65065854076958,111.38206488530741,165565200,-0.0008913308178467583
2020-08-17,111.16625213623048,112.60181637912858,110.54062239475888,112.57756555807367,119561600,-0.0026107331799886113
2020-08-18,112.09258270263672,112.51694618501556,110.58427334354063,110.91891544512356,105633600,0.008332839765714528
2020-08-19,112.23320770263672,113.64452094897047,112.13863913268811,112.49995190044544,145538000,0.0012545433124067085
2020-08-20,114.72361755371094,114.83758973633215,112.25745666606086,112.27443297843882,126907200,0.02218959880103033
2020-08-21,120.63563537597656,121.11819493819868,115.66936721789659,115.68148892938783,338054800,0.05153270048774172
2020-08-24,122.0784683227539,124.91807177754512,120.21612051624737,124.83319019483912,345937600,0.011960254880579502
2020-08-25,121.07696533203124,121.42130925505194,119.35768781992573,120.95329871627834,211495600,-0.00820376438599213
2020-08-26,122.7234878540039,123.17937664467517,121.32672345710665,122.39127306939878,163022400,0.013598974152163379
2020-08-27,121.25642395019533,123.65710756851145,120.11427449940825,123.32489273389695,155552400,-0.01195422269577151
2020-08-28,121.05997467041016,122.64587607239329,120.83687750115561,122.22878715620412,187630000,-0.0016201144103166198
2020-08-31,125.16539001464844,127.06654483126823,122.21667670793738,123.74923681098468,225702700,0.033912243542222775
2020-09-01,130.1510467529297,130.75244043183687,126.61064913629612,128.77368605712132,151948100,0.03983255065715663
2020-09-02,127.45452880859376,133.83695705739137,123.18665076532004,133.45866793446768,200119000,-0.02071837308734692
2020-09-03,117.25042724609376,124.97141760627962,116.88183987574337,123.09937532501802,257599600,-0.08006072171687306
2020-09-04,117.3280029296875,119.98572845730746,107.56036930998823,116.46472703859587,332607200,0.0006616238884222803
2020-09-08,109.43242645263672,115.41716207276087,109.29663073421304,110.52849400857393,231366600,-0.06729490215377187
2020-09-09,113.7973175048828,115.56266939432574,111.799173992742,113.7391214492864,176940500,0.03988663318303787
2020-09-10,110.0823211669922,116.88183937183103,109.12204920606632,116.74604363595516,182274400,-0.032645728557979314
2020-09-11,108.63701629638672,111.77003350464189,106.69706957680837,111.1298475350325,180860300,-0.013129309550195534
2020-09-14,111.8961410522461,112.44902563888213,109.413011315819,111.27535861813932,140150100,0.030000131326947788
2020-09-15,112.0707550048828,115.26196916143692,110.1987055878256,114.7769823425134,184642000,0.001560500219173644
2020-09-16,108.7631378173828,112.51693833812011,108.67584374495958,111.7700619173575,154679000,-0.02951365132996464
2020-09-17,107.0269012451172,108.83105303274593,105.44584667867372,106.42552224944927,178011000,-0.015963465261371934
2020-09-18,103.6319808959961,107.5506753180143,102.9045006607274,107.08509211161683,287104900,-0.031720252661953885
2020-09-21,106.7747039794922,106.88140167582651,100.0042844680874,101.40104892896447,195713800,0.03032580344720137
2020-09-22,108.45276641845705,109.47124185175878,105.88234181116601,109.29664627463028,183055400,0.015715917501275767
2020-09-23,103.90359497070312,108.74376210707231,103.56409822420848,108.26847702241763,150718700,-0.04194610795082232
2020-09-24,104.97056579589844,106.93961142539536,101.847248976567,102.01214274645399,167743300,0.010268853791788102
2020-09-25,108.90863800048828,109.0638373334494,104.43705897382922,105.17424100477153,149981400,0.037515966259026534
2020-09-28,111.50817108154295,111.85736219121794,109.39362820642745,111.55667272467461,137672400,0.023868933895243583
2020-09-29,110.66429901123048,111.84766814275456,110.1599159291002,111.11049343812664,99382200,-0.007567804781726473
2020-09-30,112.33264923095705,113.73911550361659,110.20841190929694,110.37330565840851,142675200,0.015075776331057389
2020-10-01,113.28321838378906,114.18529413378772,112.35204460964711,114.10769446919807,116120400,0.008462091469752853
2020-10-02,109.62643432617188,111.90587864952262,108.85045973551675,109.5003403977725,144712000,-0.03228001560856497
2020-10-05,113.00191497802734,113.14741248595817,110.14049605673375,110.48968711564349,106243800,0.030790754735417147
2020-10-06,109.76220703125,112.6333277612592,108.87952757625551,112.22593325878677,161498200,-0.028669495976305304
2020-10-07,111.62456512451172,112.08045390652613,110.70308575226879,111.1783781507114,96849000,0.01696720705271071
2020-10-08,111.51787567138672,112.90493833599005,111.14928093514196,112.75944080327828,83477200,-0.0009557882980865129
2020-10-09,113.45780181884766,113.48689983988513,111.4693531777682,111.81854423083884,100506900,0.017395651914831944
2020-10-12,120.66473388671876,121.42131221454332,115.69846570876324,116.45504403658781,240226800,0.06352081524880981
2020-10-13,117.46382904052734,121.6250176489062,116.05736995065374,121.50861812548327,262330500,-0.026527260642670192
2020-10-14,117.55109405517578,119.33584179194668,116.02823591444664,117.36679671702483,150712000,0.0007429096715239059
2020-10-15,117.08550262451172,117.560787576873,114.60237278324881,115.15525739322722,112559200,-0.003960757953009986
2020-10-16,115.44625091552734,117.90029026113083,115.24255735409358,117.63839325335097,115393800,-0.014000466942874934
2020-10-19,112.49755859375,116.8042370043639,112.18716729027952,116.35804996814461,120639300,-0.02554168973347537
2020-10-20,113.98162078857422,115.40748342708119,112.15806534871491,112.71095010647143,124423700,0.01319195023763542
2020-10-21,113.36083221435548,115.14558032107824,112.95343762450592,113.16683302863848,89946000,-0.005446391882514501
2020-10-22,112.27445220947266,114.49569279996962,111.14927920105526,113.92340448698165,101988000,-0.009583380640930561
2020-10-23,111.58576965332033,113.05043193781697,110.84858760677534,112.89523260157101,82572600,-0.006133920429800321
2020-10-26,111.59546661376952,113.05042702646372,109.49061825916863,110.58669317293085,111850700,8.690140758371712e-05
2020-10-27,113.09891510009766,113.75849741390176,111.10077194371063,112.02224386138344,92276800,0.013472307898774627
2020-10-28,107.86106872558594,111.96406058991157,107.76407283902445,111.59547326085323,143937800,-0.04631208327574132
2020-10-29,111.85736846923828,113.41902674173545,108.83104781563942,108.99594897135509,146129200,0.03705043711201772
2020-10-30,105.59133911132812,108.6273541724171,104.4855696692542,107.72527832227131,190272600,-0.056018029421399884
2020-11-02,105.50402069091795,107.35667373960923,104.09756199136386,105.8338155489353,122866900,-0.0008269468040187355
2020-11-03,107.12389373779295,108.14236164402186,105.46523966166725,106.36731546450528,107624400,0.015353661749257341
2020-11-04,111.49844360351562,112.1192260110622,108.97651414781893,110.71276748778232,138235500,0.04083635978010891
2020-11-05,115.45597076416016,116.0282591074031,113.3608313760952,114.40839736997158,126387100,0.03549401258655549
2020-11-06,115.32477569580078,115.82031028925553,112.83735453132164,114.96526366548072,114457900,-0.001136321209644242
2020-11-09,113.02198028564452,118.53121707167843,112.75963885381937,117.083465097586,154515300,-0.019967915794872115
2020-11-10,112.68192291259766,114.25598657554706,110.8940882741732,112.27383288243148,138023400,-0.003008772029895579
2020-11-11,116.10211181640624,116.23814181960135,113.13859256042241,113.86732789743012,112295000,0.03035259618760211
2020-11-12,115.83004760742188,117.1126214574974,115.20819406878398,116.22842646880996,103162300,-0.002343318349063095
2020-11-13,115.8786163330078,116.27698772427065,114.52802767720522,116.05351307902214,81581900,0.000419310244527793
2020-11-16,116.88916778564452,117.55959935095183,114.80012470399369,115.54828982886944,91183000,0.008720775968990013
2020-11-17,116.00494384765624,117.24865091924097,115.5871353083196,116.16041093814378,74271000,-0.007564635412665499
2020-11-18,114.68350982666016,116.42275908285534,114.65436159878705,115.24706694247119,76322100,-0.011391187109503376
2020-11-19,115.27620697021484,115.68429695756758,113.49809106564801,114.25597458875419,74113000,0.005168111304323819
2020-11-20,114.01307678222656,115.40253254906611,113.9644988709724,115.27622108410968,73604300,-0.010957423228842411
2020-11-23,110.62200927734376,114.28512261237464,110.52484606012634,113.85759556092404,127959300,-0.02974279442839689
2020-11-24,111.90460968017578,112.56533009298217,109.39775804807978,110.68033950800988,113874200,0.011594441388389276
2020-11-25,112.7401885986328,113.439775552587,111.90457167175171,112.27380223804838,76499200,0.007466885598771178
2020-11-27,113.28430938720705,114.158793086573,112.9248047758015,113.26487971081116,46691300,0.00482632498080493
2020-11-30,115.67457580566406,117.54013622605181,113.49808123546687,113.65354831037159,169410200,0.021099713026338618
2020-12-01,119.24054718017578,119.96928259001577,116.60738412219025,117.57903133531022,127728200,0.03082761574594084
2020-12-02,119.59033203125,119.87211059203429,117.46242241782213,118.56038101970898,89004200,0.0029334388288715374
2020-12-03,119.4542999267578,120.27047995352808,118.74499426371094,120.01784962535093,78967600,-0.0011374841275351155
2020-12-04,118.78385925292967,119.3765645833526,118.07455360054387,119.12393425897255,78260400,-0.005612528592434107
2020-12-07,120.2413101196289,121.03806032248434,118.78383969393643,118.8421361387792,86712000,0.012269771969572352
2020-12-08,120.85346221923828,121.43645640289948,119.6000365852931,120.84375108576852,82225500,0.005091029854883855
2020-12-09,118.32717895507812,122.37894545635208,117.5692954268489,120.99920839659741,115089200,-0.02090368962353162
2020-12-10,119.74576568603516,120.35790799685957,116.74338022789215,117.08345517108472,81312200,0.011988680398571594
2020-12-11,118.93933868408205,119.27941372539408,117.13207427816091,118.95876836655133,86939800,-0.0067344928426739115
2020-12-14,118.32717895507812,119.85266455789507,118.09398573402578,119.12392925566253,79184500,-0.0051468230425418815
2020-12-15,124.25421905517578,124.27365614702585,120.610542706532,120.81458769248664,157243700,0.050090267953973644
2020-12-16,124.18621063232422,124.73033062366706,122.9716517851633,123.79755773169585,98208600,-0.0005473329064292765
2020-12-17,125.05099487304688,125.90604917528667,124.40970414636703,125.245321352785,94359800,0.006963609214899025
2020-12-18,123.0688247680664,125.43964605507787,122.5441344465272,125.30361605465058,192541500,-0.015850894325093456
2020-12-21,124.59429168701172,124.67202522679207,119.94982017477122,121.47530568083864,121251600,0.012395234307471359
2020-12-22,128.14080810546875,130.599073771845,125.9740246713456,127.8784592702847,168904800,0.028464517679237522
2020-12-23,127.24691772460938,128.67522539994948,127.07201352740594,128.41289134338277,88223700,-0.006975844729523173
2020-12-24,128.22825622558594,129.67601559807733,127.38292807699283,127.59669160383469,54930100,0.007712080720889469
2020-12-28,132.81443786621094,133.44600251933943,129.72459253226933,130.19099379190865,124486200,0.035765764704440484
2020-12-29,131.04605102539062,134.8549062093824,130.53107920371312,134.13589678161503,121047300,-0.013314718408865112
2020-12-30,129.92861938476562,132.13426190963798,129.6176852728213,131.73588313851724,96452100,-0.008527014983522818
2020-12-31,128.92784118652344,130.9197204767935,127.98534242224186,130.27842990655225,99116600,-0.007702523146794316
2021-01-04,125.7408676147461,129.82178288641367,123.1660010540864,129.73433819675842,143301900,-0.024719048596855475
2021-01-05,127.29547119140624,128.0047841932833,124.78862009202955,125.2355842462787,97664900,0.01236355057946037
2021-01-06,123.01051330566406,127.3343470647896,122.79674977159817,124.09876065496377,155088000,-0.03366151085845903
2021-01-07,127.20803833007812,127.89791430422592,124.23480053472447,124.72062409151188,109578200,0.03412330305446165
2021-01-08,128.3059844970703,128.86954151504634,126.53757990692247,128.67520026141898,105158200,0.008631106818448364
2021-01-11,125.3230438232422,126.47930629071162,124.85665734789745,125.52709624591981,100384500,-0.023248648030881336
2021-01-12,125.1481475830078,126.01291289609365,123.26314986487158,124.85665049211372,91951100,-0.001395563297050817
2021-01-13,127.1789093017578,127.72302939531502,124.84696180760955,125.10929589304283,88636800,0.01622686198693457
2021-01-14,125.25499725341795,127.28573558345721,125.10924133224826,127.09140918138505,90221800,-0.01512760298781124
2021-01-15,123.53520965576172,126.52788445335536,123.39917965706009,125.12871028033413,111598500,-0.013730291288711838
2021-01-19,124.20565032958984,125.0607045202907,123.34088500532488,124.15706500945309,90757300,0.005427122159717523
2021-01-20,128.2865447998047,128.7335089174472,124.90521758681017,125.01209934367105,104319500,0.03285594865761632
2021-01-21,132.98934936523438,135.7099645282226,129.80234769109845,130.0064001294405,120150900,0.036658595589806886
